ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+UN+PD+DB","0.00","1.08(-0.90,3.08)","3.22(0.76,5.60)","-0.51(-3.90,2.92)","0.3006","0.0123","0.7663","1.0027","1.0019","1.0025",1880,1413,1159,2796,2516,2349,"1.13(0.89,1.37)","0.0002","1.0016",1863,2407,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.49(-1.75,-1.23)","0.0002","1.0022",1554,2735,"0.03(0.02,0.03)","0.0002","1.0009",3198,3487,"0.27(-0.40,0.95)","0.4243","1.0028",1328,2301
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+OB+UN+PD","0.00","3.58(1.64,5.45)","9.72(7.50,12.06)","8.78(5.64,11.85)","0.0006","0.0002","0.0002","1.0014","1.0005","1.0011",3262,2298,2108,3662,3396,2783,"",NA,"NA",NA,NA,"0.79(0.66,0.92)","0.0002","1.0013",2107,3242,"0.32(0.13,0.52)","0.0006","1.0038",2191,2893,"-1.57(-1.82,-1.32)","0.0002","1.0008",2758,3253,"0.01(0.00,0.02)","0.0002","1.0009",4267,4533,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+OB+UN+DB","0.00","4.09(2.15,5.96)","10.79(8.45,13.13)","10.51(7.12,13.85)","0.0002","0.0002","0.0002","1.0011","1.0006","1.0011",3255,2420,2253,3883,3060,3035,"",NA,"NA",NA,NA,"0.88(0.77,1.00)","0.0002","1.0006",2489,3098,"0.17(-0.07,0.43)","0.1760","1.0010",2548,3139,"-1.64(-1.88,-1.38)","0.0002","1.0023",2563,3074,"",NA,"NA",NA,NA,"0.01(-0.86,0.84)","0.9758","1.0029",2686,3541
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+OB+PD+DB","0.00","1.34(-0.56,3.28)","5.18(2.95,7.53)","2.99(-0.38,6.30)","0.1668","0.0002","0.0944","1.0014","1.0027","1.0045",2672,1976,1788,3239,3020,2516,"",NA,"NA",NA,NA,"0.70(0.57,0.83)","0.0002","1.0037",1892,3104,"0.23(-0.05,0.51)","0.1052","1.0025",2443,3093,"",NA,"NA",NA,NA,"0.02(0.01,0.02)","0.0002","1.0007",4578,4222,"-0.38(-1.28,0.47)","0.3889","1.0037",2208,3095
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+UN+PD+DB","0.00","3.70(1.75,5.63)","9.89(7.46,12.27)","8.99(5.46,12.46)","0.0006","0.0002","0.0002","1.0011","1.0006","1.0014",2812,2160,2073,3042,2807,2918,"",NA,"NA",NA,NA,"0.84(0.71,0.96)","0.0002","1.0035",2316,2526,"",NA,"NA",NA,NA,"-1.55(-1.80,-1.30)","0.0002","1.0003",2587,3309,"0.01(0.00,0.01)","0.0098","1.0008",4353,3543,"0.62(0.00,1.26)","0.0477","1.0008",2507,3267
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+OB+UN+PD+DB","0.00","2.64(0.65,4.58)","6.15(3.81,8.52)","1.96(-1.34,5.25)","0.0090","0.0002","0.2472","1.0023","1.0052","1.0059",2873,2177,1538,3699,3168,2760,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.84(0.57,1.10)","0.0002","1.0031",2058,2643,"-1.40(-1.66,-1.15)","0.0002","1.0017",1948,2660,"0.03(0.02,0.03)","0.0002","1.0007",3820,3838,"-0.56(-1.44,0.33)","0.2118","1.0018",2141,2890
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+OB+UN+PD","0.00","2.28(0.30,4.22)","7.40(5.01,9.87)","7.36(4.23,10.48)","0.0165","0.0002","0.0002","1.0018","1.0031","1.0030",2752,2022,2043,3441,3343,3016,"1.00(0.74,1.27)","0.0002","1.0022",3252,3530,"0.79(0.66,0.92)","0.0002","1.0045",2206,3046,"-0.16(-0.40,0.07)","0.1752","1.0008",2876,3173,"-1.66(-1.91,-1.41)","0.0002","1.0007",2685,3449,"0.01(0.01,0.02)","0.0002","1.0008",4502,3800,"",NA,"NA",NA,NA
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+OB+UN+DB","0.00","2.81(0.90,4.75)","8.49(6.12,10.86)","8.81(5.46,12.10)","0.0056","0.0002","0.0002","1.0007","1.0015","1.0018",2951,2128,2034,3453,3016,3178,"0.96(0.70,1.22)","0.0002","1.0009",3057,3615,"0.90(0.78,1.02)","0.0002","1.0004",2255,2895,"-0.39(-0.70,-0.09)","0.0119","1.0002",2192,2873,"-1.74(-1.99,-1.48)","0.0002","1.0004",2682,3169,"",NA,"NA",NA,NA,"0.35(-0.52,1.21)","0.4197","1.0002",2380,3134
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+OB+PD+DB","0.00","0.02(-1.87,2.02)","2.76(0.31,5.25)","0.90(-2.44,4.32)","0.9754","0.0248","0.6180","1.0011","1.0020","1.0015",2603,1775,1692,3481,2776,2707,"0.84(0.56,1.11)","0.0002","1.0005",2372,3202,"0.70(0.57,0.82)","0.0002","1.0060",2110,2909,"-0.24(-0.56,0.09)","0.1318","1.0002",1861,2616,"",NA,"NA",NA,NA,"0.02(0.01,0.02)","0.0002","1.0013",4403,3678,"-0.11(-1.00,0.74)","0.8259","1.0013",1808,2788
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+UN+PD+DB","0.00","2.28(0.30,4.19)","7.40(4.89,9.84)","7.12(3.65,10.51)","0.0244","0.0002","0.0002","1.0008","1.0015","1.0012",3744,2801,2536,3394,3889,2993,"0.92(0.69,1.15)","0.0002","1.0020",4022,3850,"0.77(0.64,0.89)","0.0002","1.0004",3166,2854,"",NA,"NA",NA,NA,"-1.67(-1.92,-1.42)","0.0002","1.0015",3485,3541,"0.01(0.01,0.02)","0.0002","1.0004",5245,3676,"-0.15(-0.79,0.50)","0.6663","1.0024",3617,3618
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+OB+UN+PD+DB","0.00","1.25(-0.74,3.20)","3.61(1.11,6.03)","-0.03(-3.34,3.23)","0.2210","0.0052","0.9817","1.0003","1.0014","1.0008",3042,2088,1945,3495,3073,3125,"1.01(0.73,1.28)","0.0002","1.0006",3238,3427,"",NA,"NA",NA,NA,"0.28(-0.02,0.58)","0.0694","1.0023",2252,3208,"-1.50(-1.75,-1.24)","0.0002","1.0023",2651,3346,"0.03(0.02,0.03)","0.0002","1.0016",4673,3781,"-0.23(-1.09,0.62)","0.6117","1.0010",2651,3443
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+PA+OB+UN+PD+DB","0.00","3.57(1.59,5.50)","9.76(7.38,12.13)","8.94(5.45,12.42)","0.0002","0.0002","0.0002","1.0059","1.0054","1.0030",2591,1696,1644,3048,2651,2503,"",NA,"NA",NA,NA,"0.79(0.67,0.92)","0.0002","1.0020",2158,2958,"0.34(0.06,0.62)","0.0177","1.0025",2049,2871,"-1.57(-1.82,-1.32)","0.0002","1.0011",2075,3139,"0.01(0.00,0.02)","0.0015","1.0005",3920,4029,"-0.10(-0.98,0.77)","0.8380","1.0024",2108,2795
"G20_G30_G12.2_F01_F03","2011_2015",10,"SVI+SM+PA+OB+UN+PD+DB","0.00","2.20(0.26,4.19)","7.20(4.73,9.70)","6.94(3.52,10.33)","0.0273","0.0002","0.0002","1.0024","1.0042","1.0036",2008,1609,1522,2823,2526,2205,"1.01(0.74,1.27)","0.0002","1.0010",2486,3241,"0.79(0.66,0.91)","0.0002","1.0027",1790,2780,"-0.22(-0.52,0.10)","0.1781","1.0011",2024,2882,"-1.66(-1.92,-1.42)","0.0002","1.0020",1693,2598,"0.01(0.01,0.02)","0.0002","1.0010",4004,3479,"0.23(-0.60,1.10)","0.5984","1.0004",2174,2804
