Model,ICD_Code,Outcome,EQI_Period,Lag,Q1,Q2,Q3,Q4,Q5
EQI_Built,G20_G30_G12.2_F01_F03,NDD,2006_2010,10,0.0,"4.09(2.06,6.17)***","4.50(2.30,6.77)***","4.16(1.88,6.47)**","2.62(0.22,5.01)*"
EQI_Built,G10,HD,2006_2010,5,0.0,"0.03(0.01,0.04)***","0.05(0.03,0.07)***","0.04(0.02,0.06)***","0.03(0.01,0.05)**"
EQI_Built,G10,HD,2006_2010,10,0.0,"0.01(-0.00,0.03)","0.04(0.02,0.06)***","0.04(0.02,0.06)***","0.04(0.02,0.05)***"
EQI_Built,G20,PD,2006_2010,5,0.0,"0.09(-0.29,0.46)","-0.00(-0.39,0.39)","0.14(-0.26,0.54)","0.09(-0.32,0.49)"
EQI_Built,G20,PD,2006_2010,10,0.0,"0.44(0.03,0.87)*","0.35(-0.09,0.79)","0.37(-0.06,0.82)","0.43(-0.01,0.88)"
EQI_Built,G30,AD,2006_2010,5,0.0,"0.86(-0.53,2.23)","0.18(-1.30,1.67)","0.85(-0.66,2.35)","0.09(-1.46,1.65)"
EQI_Built,G30,AD,2006_2010,10,0.0,"2.25(0.83,3.68)**","2.32(0.76,3.92)**","3.20(1.62,4.75)***","1.63(0.04,3.26)*"
EQI_Built,G12.2,ALS,2006_2010,5,0.0,"0.25(0.13,0.36)***","0.26(0.13,0.38)***","0.31(0.19,0.44)***","0.19(0.07,0.32)**"
EQI_Built,G12.2,ALS,2006_2010,10,0.0,"0.22(0.12,0.32)***","0.26(0.15,0.37)***","0.27(0.15,0.38)***","0.19(0.08,0.30)***"
EQI_Built,F01,VD,2006_2010,5,0.0,"0.58(0.31,0.84)***","0.64(0.36,0.92)***","0.66(0.38,0.95)***","0.66(0.36,0.95)***"
EQI_Built,F01,VD,2006_2010,10,0.0,"0.85(0.53,1.17)***","0.67(0.35,1.00)***","0.80(0.46,1.14)***","0.60(0.26,0.94)***"
EQI_Built,F03,UD,2006_2010,5,0.0,"1.32(-0.10,2.72)","3.18(1.71,4.71)***","2.54(1.01,4.05)**","3.53(2.01,5.09)***"
EQI_Built,F03,UD,2006_2010,10,0.0,"0.28(-1.03,1.62)","0.73(-0.68,2.17)","-0.57(-2.04,0.88)","-0.74(-2.18,0.74)"
EQI_Social,G20_G30_G12.2_F01_F03,NDD,2000_2005,5,0.0,"5.73(3.88,7.65)***","7.06(4.98,9.13)***","8.38(6.18,10.60)***","12.82(10.37,15.28)***"
EQI_Social,G20_G30_G12.2_F01_F03,NDD,2000_2005,10,0.0,"3.82(1.90,5.77)***","6.17(4.04,8.21)***","7.81(5.57,10.03)***","12.27(9.70,14.90)***"
EQI_Social,G20_G30_G12.2_F01_F03,NDD,2000_2005,15,0.0,"1.93(-0.09,3.96)","3.22(1.09,5.44)**","4.65(2.32,6.99)***","8.30(5.63,10.85)***"
EQI_Social,G10,HD,2000_2005,5,0.0,"0.01(0.00,0.03)*","0.01(-0.01,0.02)","0.02(0.01,0.04)**","0.02(0.01,0.04)**"
EQI_Social,G10,HD,2000_2005,10,0.0,"0.01(-0.01,0.02)","0.01(-0.01,0.02)","0.03(0.01,0.05)**","0.04(0.02,0.06)**"
EQI_Social,G10,HD,2000_2005,15,0.0,"0.01(-0.01,0.02)","0.02(0.00,0.04)*","0.03(0.01,0.05)**","0.05(0.03,0.07)***"
EQI_Social,G20,PD,2000_2005,5,0.0,"0.92(0.60,1.24)***","1.23(0.89,1.56)***","1.58(1.21,1.94)***","2.07(1.65,2.48)***"
EQI_Social,G20,PD,2000_2005,10,0.0,"0.50(0.16,0.85)**","0.96(0.61,1.34)***","1.41(1.02,1.81)***","1.82(1.39,2.28)***"
EQI_Social,G20,PD,2000_2005,15,0.0,"0.60(0.23,0.98)**","0.72(0.32,1.13)**","1.35(0.92,1.76)***","1.89(1.41,2.38)***"
EQI_Social,G30,AD,2000_2005,5,0.0,"2.50(1.19,3.78)***","2.40(1.03,3.81)***","2.12(0.63,3.64)**","3.18(1.47,4.81)***"
EQI_Social,G30,AD,2000_2005,10,0.0,"0.62(-0.74,1.94)","1.53(0.10,2.91)*","1.03(-0.53,2.53)","1.60(-0.07,3.30)"
EQI_Social,G30,AD,2000_2005,15,0.0,"-1.06(-2.47,0.43)","0.52(-1.00,2.07)","-0.43(-2.13,1.20)","0.72(-1.17,2.65)"
EQI_Social,G12.2,ALS,2000_2005,5,0.0,"0.21(0.10,0.32)***","0.28(0.16,0.40)***","0.38(0.25,0.52)***","0.63(0.48,0.79)***"
EQI_Social,G12.2,ALS,2000_2005,10,0.0,"0.35(0.24,0.46)***","0.38(0.26,0.50)***","0.53(0.41,0.67)***","0.84(0.68,0.99)***"
EQI_Social,G12.2,ALS,2000_2005,15,0.0,"0.15(0.06,0.25)**","0.23(0.13,0.33)***","0.29(0.18,0.40)***","0.47(0.34,0.61)***"
EQI_Social,F01,VD,2000_2005,5,0.0,"0.34(0.13,0.55)**","0.31(0.07,0.54)**","0.58(0.33,0.83)***","0.67(0.38,0.97)***"
EQI_Social,F01,VD,2000_2005,10,0.0,"0.35(0.10,0.60)**","0.35(0.08,0.62)**","0.69(0.40,0.99)***","0.88(0.53,1.22)***"
EQI_Social,F01,VD,2000_2005,15,0.0,"0.50(0.21,0.78)***","0.30(-0.01,0.61)","0.94(0.60,1.29)***","1.24(0.84,1.63)***"
EQI_Social,F03,UD,2000_2005,5,0.0,"2.34(1.14,3.54)***","3.36(2.04,4.62)***","4.33(2.99,5.69)***","6.36(4.79,7.89)***"
EQI_Social,F03,UD,2000_2005,10,0.0,"2.43(1.08,3.76)***","3.15(1.69,4.64)***","4.26(2.60,5.91)***","6.96(5.20,8.82)***"
EQI_Social,F03,UD,2000_2005,15,0.0,"1.35(0.10,2.61)*","0.63(-0.75,1.98)","1.89(0.36,3.38)*","2.79(1.10,4.53)***"
EQI_Social,G20_G30_G12.2_F01_F03,NDD,2006_2010,5,0.0,"-5.77(-7.78,-3.69)***","-10.55(-12.74,-8.41)***","-15.24(-17.59,-12.83)***","-21.06(-23.72,-18.48)***"
EQI_Social,G20_G30_G12.2_F01_F03,NDD,2006_2010,10,0.0,"-4.92(-6.95,-2.77)***","-8.00(-10.26,-5.74)***","-11.23(-13.64,-8.77)***","-17.05(-19.62,-14.37)***"
EQI_Social,G10,HD,2006_2010,5,0.0,"-0.09(-0.11,-0.07)***","-0.14(-0.16,-0.11)***","-0.18(-0.20,-0.16)***","-0.20(-0.22,-0.18)***"
EQI_Social,G10,HD,2006_2010,10,0.0,"-0.09(-0.11,-0.07)***","-0.15(-0.17,-0.13)***","-0.20(-0.22,-0.17)***","-0.22(-0.25,-0.20)***"
EQI_Social,G20,PD,2006_2010,5,0.0,"-1.15(-1.51,-0.81)***","-1.62(-2.00,-1.23)***","-2.79(-3.22,-2.36)***","-4.17(-4.60,-3.73)***"
EQI_Social,G20,PD,2006_2010,10,0.0,"-1.01(-1.38,-0.64)***","-1.57(-2.00,-1.15)***","-2.75(-3.23,-2.29)***","-4.19(-4.68,-3.70)***"
EQI_Social,G30,AD,2006_2010,5,0.0,"-1.40(-2.73,-0.05)*","-1.71(-3.20,-0.21)*","-3.10(-4.70,-1.55)***","-4.71(-6.44,-2.98)***"
EQI_Social,G30,AD,2006_2010,10,0.0,"-2.61(-4.14,-1.15)**","-3.62(-5.25,-2.05)***","-4.61(-6.38,-2.93)***","-6.97(-8.89,-5.11)***"
EQI_Social,G12.2,ALS,2006_2010,5,0.0,"-0.40(-0.53,-0.27)***","-0.83(-0.97,-0.69)***","-1.22(-1.36,-1.09)***","-1.72(-1.87,-1.58)***"
EQI_Social,G12.2,ALS,2006_2010,10,0.0,"-0.31(-0.43,-0.19)***","-0.72(-0.84,-0.60)***","-1.08(-1.20,-0.96)***","-1.42(-1.55,-1.30)***"
EQI_Social,F01,VD,2006_2010,5,0.0,"-0.68(-0.95,-0.40)***","-1.15(-1.43,-0.84)***","-1.58(-1.90,-1.28)***","-2.21(-2.54,-1.88)***"
EQI_Social,F01,VD,2006_2010,10,0.0,"-1.00(-1.32,-0.70)***","-1.14(-1.47,-0.81)***","-1.74(-2.09,-1.38)***","-2.34(-2.72,-1.94)***"
EQI_Social,F03,UD,2006_2010,5,0.0,"-3.28(-4.65,-1.87)***","-6.78(-8.33,-5.28)***","-8.76(-10.43,-7.17)***","-11.94(-13.73,-10.18)***"
EQI_Social,F03,UD,2006_2010,10,0.0,"-0.70(-1.96,0.53)","-2.17(-3.59,-0.80)**","-2.70(-4.24,-1.25)***","-4.53(-6.14,-2.95)***"
