Time_Period,ICD-10 Code,Outcome,Stratum_Type,Stratum_Value,Stratum_Label,Total_Deaths,Total_Population,AAMR,AAMR_SE,AAMR_Lower,AAMR_Upper,AAMRSE
2006-2010,F03,Unspecified Dementia (UD),koppen_major,D,D,122354,380754556,27.2948,0.0784,27.1421,27.4482,27.29 ± 0.08
2006-2010,F03,Unspecified Dementia (UD),koppen_major,National,National,401449,1512483646,25.1095,0.0397,25.0319,25.1873,25.11 ± 0.04
2006-2010,G10,Huntington's Disease (HD),census_region,1,1,830,274502288,0.2709,0.0095,0.2528,0.29,0.27 ± 0.01
2006-2010,G10,Huntington's Disease (HD),census_region,2,2,1226,330860308,0.3408,0.0098,0.322,0.3604,0.34 ± 0.01
2006-2010,G10,Huntington's Disease (HD),census_region,3,3,1427,555088977,0.2412,0.0064,0.2289,0.2541,0.24 ± 0.01
2006-2010,G10,Huntington's Disease (HD),census_region,4,4,909,352032073,0.2531,0.0085,0.2369,0.2701,0.25 ± 0.01
2006-2010,G10,Huntington's Disease (HD),census_region,National,National,4392,1512483646,0.2714,0.0041,0.2635,0.2796,0.27 ± 0.00
2006-2010,G10,Huntington's Disease (HD),doe_major,2,2,466,222863568,0.1926,0.009,0.1755,0.2109,0.19 ± 0.01
2006-2010,G10,Huntington's Disease (HD),doe_major,3,3,988,399271612,0.2453,0.0079,0.2302,0.2611,0.25 ± 0.01
2006-2010,G10,Huntington's Disease (HD),doe_major,4,4,1046,374246351,0.2571,0.008,0.2417,0.2732,0.26 ± 0.01
2006-2010,G10,Huntington's Disease (HD),doe_major,5,5,1433,404858364,0.3242,0.0086,0.3076,0.3414,0.32 ± 0.01
2006-2010,G10,Huntington's Disease (HD),doe_major,6,6,410,98015958,0.3773,0.0189,0.3416,0.4156,0.38 ± 0.02
2006-2010,G10,Huntington's Disease (HD),doe_major,7,7,49,13227793,0.3314,0.0483,0.2451,0.4381,0.33 ± 0.05
2006-2010,G10,Huntington's Disease (HD),doe_major,National,National,4392,1512483646,0.2714,0.0041,0.2635,0.2796,0.27 ± 0.00
2006-2010,G10,Huntington's Disease (HD),koppen_major,B,B,385,169694823,0.2204,0.0113,0.1989,0.2435,0.22 ± 0.01
2006-2010,G10,Huntington's Disease (HD),koppen_major,C,C,2603,962034267,0.2536,0.005,0.244,0.2636,0.25 ± 0.01
2006-2010,G10,Huntington's Disease (HD),koppen_major,D,D,1404,380754556,0.3366,0.0091,0.3192,0.3547,0.34 ± 0.01
2006-2010,G10,Huntington's Disease (HD),koppen_major,National,National,4392,1512483646,0.2714,0.0041,0.2635,0.2796,0.27 ± 0.00
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,1,1,5873,274502288,1.8865,0.0248,1.8385,1.9353,1.89 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,2,2,7961,330860308,2.2197,0.025,2.1712,2.269,2.22 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,3,3,10590,555088977,1.8121,0.0177,1.7777,1.8469,1.81 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,4,4,6659,352032073,1.9374,0.0239,1.8912,1.9845,1.94 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),census_region,National,National,31083,1512483646,1.9455,0.0111,1.9239,1.9672,1.95 ± 0.01
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,2,2,4143,222863568,1.7108,0.0267,1.6591,1.7637,1.71 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,3,3,6813,399271612,1.7569,0.0215,1.7154,1.7991,1.76 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,4,4,7629,374246351,1.893,0.0218,1.8508,1.936,1.89 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,5,5,9403,404858364,2.1354,0.0222,2.0925,2.179,2.14 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,6,6,2745,98015958,2.5004,0.0481,2.4077,2.5957,2.50 ± 0.05
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,7,7,350,13227793,2.3266,0.1255,2.0892,2.5835,2.33 ± 0.13
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),doe_major,National,National,31083,1512483646,1.9455,0.0111,1.9239,1.9672,1.95 ± 0.01
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,B,B,2998,169694823,1.7408,0.0319,1.679,1.8043,1.74 ± 0.03
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,C,C,18767,962034267,1.8596,0.0137,1.8331,1.8864,1.86 ± 0.01
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,D,D,9318,380754556,2.2356,0.0233,2.1904,2.2815,2.24 ± 0.02
2006-2010,G12.2,Amyotrophic Lateral Sclerosis (ALS),koppen_major,National,National,31083,1512483646,1.9455,0.0111,1.9239,1.9672,1.95 ± 0.01
2006-2010,G20,Parkinson's Disease (PD),census_region,1,1,18582,274502288,5.7368,0.0423,5.6546,5.8199,5.74 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),census_region,2,2,25730,330860308,7.0899,0.0444,7.0035,7.177,7.09 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),census_region,3,3,35139,555088977,6.4824,0.0346,6.4148,6.5506,6.48 ± 0.03
2006-2010,G20,Parkinson's Disease (PD),census_region,4,4,22118,352032073,6.8465,0.0462,6.7566,6.9374,6.85 ± 0.05
2006-2010,G20,Parkinson's Disease (PD),census_region,National,National,101569,1512483646,6.5468,0.0206,6.5066,6.5872,6.55 ± 0.02
2006-2010,G20,Parkinson's Disease (PD),doe_major,2,2,15392,222863568,6.556,0.0529,6.4528,6.6604,6.56 ± 0.05
2006-2010,G20,Parkinson's Disease (PD),doe_major,3,3,22488,399271612,6.3188,0.0422,6.2364,6.4019,6.32 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),doe_major,4,4,24406,374246351,6.28,0.0403,6.2014,6.3593,6.28 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),doe_major,5,5,30217,404858364,6.783,0.0392,6.7067,6.8599,6.78 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),doe_major,6,6,8095,98015958,7.2129,0.0806,7.0566,7.3717,7.21 ± 0.08
2006-2010,G20,Parkinson's Disease (PD),doe_major,7,7,971,13227793,6.622,0.2135,6.212,7.052,6.62 ± 0.21
2006-2010,G20,Parkinson's Disease (PD),doe_major,National,National,101569,1512483646,6.5468,0.0206,6.5066,6.5872,6.55 ± 0.02
2006-2010,G20,Parkinson's Disease (PD),koppen_major,B,B,11214,169694823,6.7901,0.0642,6.665,6.9169,6.79 ± 0.06
2006-2010,G20,Parkinson's Disease (PD),koppen_major,C,C,61442,962034267,6.388,0.0258,6.3376,6.4387,6.39 ± 0.03
2006-2010,G20,Parkinson's Disease (PD),koppen_major,D,D,28913,380754556,6.8103,0.0403,6.7321,6.8893,6.81 ± 0.04
2006-2010,G20,Parkinson's Disease (PD),koppen_major,National,National,101569,1512483646,6.5468,0.0206,6.5066,6.5872,6.55 ± 0.02
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,1,1,169720,274502288,50.0254,0.1221,49.7877,50.264,50.03 ± 0.12
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,2,2,243515,330860308,64.5814,0.1315,64.3251,64.8384,64.58 ± 0.13
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,3,3,359114,555088977,66.0639,0.1104,65.848,66.2803,66.06 ± 0.11
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,4,4,198561,352032073,60.0141,0.1351,59.7504,60.2787,60.01 ± 0.14
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),census_region,National,National,970910,1512483646,61.0603,0.0621,60.9389,61.1818,61.06 ± 0.06
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,2,2,138112,222863568,58.5023,0.1575,58.1942,58.8117,58.50 ± 0.16
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,3,3,228603,399271612,63.5491,0.1331,63.2889,63.8102,63.55 ± 0.13
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,4,4,233797,374246351,58.6679,0.1216,58.4303,58.9062,58.67 ± 0.12
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,5,5,284361,404858364,61.386,0.1157,61.1606,61.6121,61.39 ± 0.12
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,6,6,76082,98015958,64.8292,0.2364,64.3693,65.2915,64.83 ± 0.24
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,7,7,9955,13227793,65.5486,0.6599,64.2672,66.8491,65.55 ± 0.66
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),doe_major,National,National,970910,1512483646,61.0603,0.0621,60.9389,61.1818,61.06 ± 0.06
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,B,B,96196,169694823,57.6927,0.1862,57.3287,58.0584,57.69 ± 0.19
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,C,C,599375,962034267,61.1297,0.0791,60.975,61.2846,61.13 ± 0.08
2006-2010,G20_G30_G12.2_F01_F03,Neurodegenerative Disease (NDD),koppen_major,D,D,275339,380754556,62.1672,0.1191,61.9352,62.3999,62.17 ± 0.12
